rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,flying_time,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed,avg_ball_speed,left_right_distance,hitting_area_number_1,hitting_area_number_2,hitting_area_number_3,hitting_area_number_4,landing_area_number_1,landing_area_number_2,landing_area_number_3,landing_area_number_4
1,1,00:51:39.333000,92980,A,1.0,發小球,,1.0,A2,209,266,2.0,,,0,0,,A1,254.0,559.0,2.0,1000.0,386,993,377,958,354.0,893.0,299.0,174.0,90.0,20.0,90.0,40.0,15.25,29.499999999999996,33.208620868684086,17.75,1.5,17.81326752732356,0.18110770276274835,36.138621999185304,0,0,0,1,1,0,0,0
1,2,00:51:40.133000,93004,B,,放小球,,,A1,254,559,2.0,,,0,0,,A1,224.0,374.0,2.0,0.0,354,893,299,174,325.0,875.0,306.0,952.0,80.0,10.0,30.0,60.0,5.5,19.75,20.501524333570906,0.75,34.0,34.008271052789496,0.060083275543199206,721.1005477740257,1,0,0,0,0,0,1,0
1,3,00:51:40.967000,93029,A,,放小球,,,A1,224,374,2.0,,,0,0,,B1,318.0,496.0,2.0,1000.0,325,875,306,952,332.0,814.0,302.0,310.0,60.0,50.0,70.0,70.0,34.0,166.25,169.69107961233556,24.25,170.75,172.4634019147251,0.6839943347718606,79.30952023559341,0,0,1,0,1,0,0,0
1,4,00:51:41.633000,93049,B,,放小球,,,B1,318,496,2.0,,,0,0,,C1,326.0,448.0,1.0,1000.0,332,814,302,310,461.0,210.0,403.0,269.0,0.0,80.0,10.0,20.0,12.5,10.5,16.32482771731451,40.25,68.0,79.01938053414491,0.3121233730434169,504.89206767387424,1,0,0,0,0,1,0,0
1,5,00:51:42.100000,93063,A,,撲球,,1.0,C1,326,448,1.0,,,0,0,,A2,156.0,850.0,2.0,0.0,461,210,403,269,382.0,772.0,463.0,582.0,80.0,70.0,0.0,90.0,68.0,194.24999999999997,205.8083149437845,52.5,174.75,182.4659214757649,0.10351382087002253,82.73451516749222,0,1,0,0,0,1,0,0
1,6,00:51:42.700000,93081,B,,未擊球,,,A2,156,850,2.0,落地,小球被抓,1,0,A,,,,,15000.0,382,772,463,582,189.0,987.0,193.0,968.0,50.0,50.0,60.0,60.0,41.25,28.749999999999996,50.28046340279691,36.0,91.0,97.86214794290998,0.024802501133958245,206.54539452623968,0,1,0,0,0,0,0,1
2,1,00:51:57.633000,93529,A,1.0,發小球,,1.0,A2,229,287,2.0,,,1,0,,A1,153.0,591.0,2.0,1000.0,189,987,193,968,217.0,887.0,319.0,218.0,10.0,60.0,10.0,90.0,25.25,1.0,25.269794221560254,7.75,9.75,12.45491870708115,0.06828067076413354,19.4164878389476,0,0,0,1,1,0,0,0
2,2,00:51:58.367000,93551,B,,挑球,,,A1,153,591,2.0,,,1,0,,B3,79.0,64.0,1.0,1000.0,217,887,319,218,290.0,983.0,224.0,1007.0,60.0,0.0,10.0,70.0,39.0,7.5,39.714606884621176,4.75,35.75,36.06417890372662,0.08879470704946325,676.7311135155528,1,0,0,0,0,0,0,1
2,3,00:51:59.567000,93587,A,,切球,,,B3,79,64,1.0,,,1,0,,A1,288.0,625.0,2.0,1000.0,290,983,224,1007,373.0,917.0,300.0,75.0,40.0,90.0,0.0,10.0,21.0,25.25,32.841475301819194,27.5,12.25,30.105024497581795,0.12261321299109652,70.22819946431775,0,0,0,1,1,0,0,0
2,4,00:52:00.467000,93614,B,,放小球,,,A1,288,625,2.0,,,1,0,,A1,303.0,357.0,2.0,1000.0,373,917,300,75,374.0,882.0,334.0,958.0,30.0,80.0,60.0,80.0,9.25,62.0,62.68622256923765,21.5,19.5,29.025850547399983,0.16483097403097513,845.1585650042246,1,0,0,0,0,0,1,0
2,5,00:52:01.433000,93643,A,,挑球,,1.0,A1,303,357,2.0,,,1,0,,A3,287.0,870.0,1.0,1000.0,374,882,334,958,336.0,1165.0,386.0,153.0,60.0,30.0,30.0,30.0,11.0,40.75,42.20855955845923,9.25,18.25,20.460327465610124,0.12475676334371616,85.88364221433555,0,0,1,0,0,1,0,0
2,6,00:52:02.600000,93678,B,,長球,,,A3,287,870,1.0,,,1,0,,C3,321.0,57.0,1.0,1000.0,336,1165,386,153,330.0,1045.0,297.0,1031.0,80.0,50.0,40.0,50.0,17.0,266.25,266.79217098708125,3.5000000000000004,23.75,24.00650953387435,0.5814473320946619,1013.2344249974929,0,1,0,0,0,0,0,1
2,7,00:52:03.767000,93713,A,,長球,1.0,,C3,321,57,1.0,,,1,0,,A2,306.0,841.0,1.0,1000.0,330,1045,297,1031,404.0,100.0,400.0,58.0,60.0,0.0,50.0,40.0,16.5,17.5,24.052026941611388,31.25,28.499999999999996,42.29435541535064,0.1326056182821829,35.84689665786984,0,0,0,1,0,1,0,0
2,8,00:52:04.767000,93743,B,,切球,,,A2,306,841,1.0,,,1,0,,D2,17.0,181.0,2.0,1000.0,404,100,400,58,396.0,1115.0,422.0,1145.0,20.0,40.0,70.0,90.0,4.5,221.0,221.0458097318291,5.75,227.25,227.32273313507383,0.12810490758335052,42.190046219457976,0,1,0,0,0,0,0,1
2,9,00:52:05.633000,93769,A,,未擊球,,,D2,17,181,2.0,出界,對手失誤,2,0,A,,,,,13000.0,396,1115,422,1145,386.0,984.0,377.0,967.0,10.0,60.0,50.0,60.0,14.749999999999998,158.5,159.18483753171972,31.25,235.99999999999997,238.05999768965805,0.11347794895026604,39.698866482558415,0,0,0,1,0,0,0,1
3,1,00:52:18.667000,94160,A,1.0,發小球,,1.0,A2,224,260,2.0,,,2,0,,A1,249.0,579.0,2.0,1000.0,386,984,377,967,337.0,481.0,297.0,201.0,90.0,30.0,90.0,20.0,12.75,29.249999999999996,31.90807107927397,22.75,9.5,24.653853654145024,0.10510589897812586,19.235384061671343,0,0,0,1,1,0,0,0
3,2,00:52:19.433000,94183,B,,放小球,,,A1,249,579,2.0,,,2,0,,A1,163.0,406.0,1.0,1000.0,337,481,297,201,335.0,867.0,286.0,929.0,40.0,50.0,30.0,50.0,4.0,116.25,116.31879684728517,0.75,28.749999999999996,28.75978094492376,0.5801456713619434,282.842712474619,1,0,0,0,0,0,1,0
